state_po,month,mean_index,primary_date,treat_may,march_primary,aei_sample
OK,2025-07-01,0,2026-06-16,FALSE,FALSE,TRUE
OK,2025-08-01,0,2026-06-16,FALSE,FALSE,TRUE
OK,2025-09-01,0,2026-06-16,FALSE,FALSE,TRUE
OK,2025-10-01,0.6,2026-06-16,FALSE,FALSE,TRUE
OK,2025-11-01,2.5,2026-06-16,FALSE,FALSE,TRUE
OK,2025-12-01,1.4,2026-06-16,FALSE,FALSE,TRUE
OK,2026-01-01,0,2026-06-16,FALSE,FALSE,TRUE
OK,2026-02-01,3.25,2026-06-16,FALSE,FALSE,TRUE
OK,2026-03-01,6.25,2026-06-16,FALSE,FALSE,TRUE
OK,2026-04-01,4.8,2026-06-16,FALSE,FALSE,TRUE
OK,2026-05-01,8.25,2026-06-16,FALSE,FALSE,TRUE
OR,2025-07-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2025-08-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2025-09-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2025-10-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2025-11-01,0.5,2026-05-19,TRUE,FALSE,TRUE
OR,2025-12-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2026-01-01,0,2026-05-19,TRUE,FALSE,TRUE
OR,2026-02-01,1,2026-05-19,TRUE,FALSE,TRUE
OR,2026-03-01,3.75,2026-05-19,TRUE,FALSE,TRUE
OR,2026-04-01,3.8,2026-05-19,TRUE,FALSE,TRUE
OR,2026-05-01,21.25,2026-05-19,TRUE,FALSE,TRUE
PA,2025-07-01,0.4,2026-05-19,TRUE,FALSE,TRUE
PA,2025-08-01,0.5,2026-05-19,TRUE,FALSE,TRUE
PA,2025-09-01,0.5,2026-05-19,TRUE,FALSE,TRUE
PA,2025-10-01,1.4,2026-05-19,TRUE,FALSE,TRUE
PA,2025-11-01,3.25,2026-05-19,TRUE,FALSE,TRUE
PA,2025-12-01,0.8,2026-05-19,TRUE,FALSE,TRUE
PA,2026-01-01,1.75,2026-05-19,TRUE,FALSE,TRUE
PA,2026-02-01,3.75,2026-05-19,TRUE,FALSE,TRUE
PA,2026-03-01,7,2026-05-19,TRUE,FALSE,TRUE
PA,2026-04-01,5.8,2026-05-19,TRUE,FALSE,TRUE
PA,2026-05-01,29.5,2026-05-19,TRUE,FALSE,TRUE
RI,2025-07-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2025-08-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2025-09-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2025-10-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2025-11-01,2,2026-09-09,FALSE,FALSE,FALSE
RI,2025-12-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2026-01-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2026-02-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2026-03-01,2.25,2026-09-09,FALSE,FALSE,FALSE
RI,2026-04-01,0,2026-09-09,FALSE,FALSE,FALSE
RI,2026-05-01,0,2026-09-09,FALSE,FALSE,FALSE
SC,2025-07-01,0,2026-06-09,FALSE,FALSE,TRUE
SC,2025-08-01,0,2026-06-09,FALSE,FALSE,TRUE
SC,2025-09-01,0.25,2026-06-09,FALSE,FALSE,TRUE
SC,2025-10-01,0,2026-06-09,FALSE,FALSE,TRUE
SC,2025-11-01,0.5,2026-06-09,FALSE,FALSE,TRUE
SC,2025-12-01,0.2,2026-06-09,FALSE,FALSE,TRUE
SC,2026-01-01,0,2026-06-09,FALSE,FALSE,TRUE
SC,2026-02-01,1.25,2026-06-09,FALSE,FALSE,TRUE
SC,2026-03-01,2.75,2026-06-09,FALSE,FALSE,TRUE
SC,2026-04-01,1.8,2026-06-09,FALSE,FALSE,TRUE
SC,2026-05-01,6.75,2026-06-09,FALSE,FALSE,TRUE
SD,2025-07-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2025-08-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2025-09-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2025-10-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2025-11-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2025-12-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2026-01-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2026-02-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2026-03-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2026-04-01,0,2026-06-02,FALSE,FALSE,FALSE
SD,2026-05-01,11.5,2026-06-02,FALSE,FALSE,FALSE
TN,2025-07-01,0,2026-08-06,FALSE,FALSE,TRUE
TN,2025-08-01,0.25,2026-08-06,FALSE,FALSE,TRUE
TN,2025-09-01,0.5,2026-08-06,FALSE,FALSE,TRUE
TN,2025-10-01,0.6,2026-08-06,FALSE,FALSE,TRUE
TN,2025-11-01,0.75,2026-08-06,FALSE,FALSE,TRUE
TN,2025-12-01,0.2,2026-08-06,FALSE,FALSE,TRUE
TN,2026-01-01,0.75,2026-08-06,FALSE,FALSE,TRUE
TN,2026-02-01,1.75,2026-08-06,FALSE,FALSE,TRUE
TN,2026-03-01,3.25,2026-08-06,FALSE,FALSE,TRUE
TN,2026-04-01,2.8,2026-08-06,FALSE,FALSE,TRUE
TN,2026-05-01,7.75,2026-08-06,FALSE,FALSE,TRUE
TX,2025-07-01,0.2,2026-03-03,FALSE,TRUE,FALSE
TX,2025-08-01,0,2026-03-03,FALSE,TRUE,FALSE
TX,2025-09-01,0.75,2026-03-03,FALSE,TRUE,FALSE
TX,2025-10-01,1,2026-03-03,FALSE,TRUE,FALSE
TX,2025-11-01,1.25,2026-03-03,FALSE,TRUE,FALSE
TX,2025-12-01,0.8,2026-03-03,FALSE,TRUE,FALSE
TX,2026-01-01,1.75,2026-03-03,FALSE,TRUE,FALSE
TX,2026-02-01,7,2026-03-03,FALSE,TRUE,FALSE
TX,2026-03-01,11.25,2026-03-03,FALSE,TRUE,FALSE
TX,2026-04-01,1.6,2026-03-03,FALSE,TRUE,FALSE
TX,2026-05-01,4.75,2026-03-03,FALSE,TRUE,FALSE
UT,2025-07-01,0.4,2026-06-23,FALSE,FALSE,TRUE
UT,2025-08-01,2.5,2026-06-23,FALSE,FALSE,TRUE
UT,2025-09-01,0,2026-06-23,FALSE,FALSE,TRUE
UT,2025-10-01,0.4,2026-06-23,FALSE,FALSE,TRUE
UT,2025-11-01,0.5,2026-06-23,FALSE,FALSE,TRUE
UT,2025-12-01,0,2026-06-23,FALSE,FALSE,TRUE
UT,2026-01-01,0,2026-06-23,FALSE,FALSE,TRUE
UT,2026-02-01,0.25,2026-06-23,FALSE,FALSE,TRUE
UT,2026-03-01,2.5,2026-06-23,FALSE,FALSE,TRUE
UT,2026-04-01,0.2,2026-06-23,FALSE,FALSE,TRUE
UT,2026-05-01,3.5,2026-06-23,FALSE,FALSE,TRUE
VA,2025-07-01,0.6,2026-08-04,FALSE,FALSE,TRUE
VA,2025-08-01,0,2026-08-04,FALSE,FALSE,TRUE
VA,2025-09-01,1,2026-08-04,FALSE,FALSE,TRUE
VA,2025-10-01,2,2026-08-04,FALSE,FALSE,TRUE
VA,2025-11-01,2.25,2026-08-04,FALSE,FALSE,TRUE
VA,2025-12-01,0.8,2026-08-04,FALSE,FALSE,TRUE
VA,2026-01-01,2,2026-08-04,FALSE,FALSE,TRUE
VA,2026-02-01,2.5,2026-08-04,FALSE,FALSE,TRUE
VA,2026-03-01,4.5,2026-08-04,FALSE,FALSE,TRUE
VA,2026-04-01,2.2,2026-08-04,FALSE,FALSE,TRUE
VA,2026-05-01,4.75,2026-08-04,FALSE,FALSE,TRUE
VT,2025-07-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2025-08-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2025-09-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2025-10-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2025-11-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2025-12-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2026-01-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2026-02-01,3.25,2026-08-11,FALSE,FALSE,FALSE
VT,2026-03-01,0,2026-08-11,FALSE,FALSE,FALSE
VT,2026-04-01,2.6,2026-08-11,FALSE,FALSE,FALSE
VT,2026-05-01,0,2026-08-11,FALSE,FALSE,FALSE
WA,2025-07-01,1.4,2026-08-04,FALSE,FALSE,TRUE
WA,2025-08-01,4.25,2026-08-04,FALSE,FALSE,TRUE
WA,2025-09-01,0,2026-08-04,FALSE,FALSE,TRUE
WA,2025-10-01,0.6,2026-08-04,FALSE,FALSE,TRUE
WA,2025-11-01,1.5,2026-08-04,FALSE,FALSE,TRUE
WA,2025-12-01,0,2026-08-04,FALSE,FALSE,TRUE
WA,2026-01-01,1,2026-08-04,FALSE,FALSE,TRUE
WA,2026-02-01,1.75,2026-08-04,FALSE,FALSE,TRUE
WA,2026-03-01,3.5,2026-08-04,FALSE,FALSE,TRUE
WA,2026-04-01,1.4,2026-08-04,FALSE,FALSE,TRUE
WA,2026-05-01,5.25,2026-08-04,FALSE,FALSE,TRUE
WI,2025-07-01,0,2026-08-11,FALSE,FALSE,TRUE
WI,2025-08-01,0,2026-08-11,FALSE,FALSE,TRUE
WI,2025-09-01,0,2026-08-11,FALSE,FALSE,TRUE
WI,2025-10-01,0.6,2026-08-11,FALSE,FALSE,TRUE
WI,2025-11-01,0.5,2026-08-11,FALSE,FALSE,TRUE
WI,2025-12-01,0,2026-08-11,FALSE,FALSE,TRUE
WI,2026-01-01,0.5,2026-08-11,FALSE,FALSE,TRUE
WI,2026-02-01,5.5,2026-08-11,FALSE,FALSE,TRUE
WI,2026-03-01,4.25,2026-08-11,FALSE,FALSE,TRUE
WI,2026-04-01,3.4,2026-08-11,FALSE,FALSE,TRUE
WI,2026-05-01,3.75,2026-08-11,FALSE,FALSE,TRUE
WV,2025-07-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2025-08-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2025-09-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2025-10-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2025-11-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2025-12-01,0,2026-05-12,TRUE,FALSE,FALSE
WV,2026-01-01,1.75,2026-05-12,TRUE,FALSE,FALSE
WV,2026-02-01,1.25,2026-05-12,TRUE,FALSE,FALSE
WV,2026-03-01,4,2026-05-12,TRUE,FALSE,FALSE
WV,2026-04-01,7.2,2026-05-12,TRUE,FALSE,FALSE
WV,2026-05-01,36.75,2026-05-12,TRUE,FALSE,FALSE
WY,2025-07-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2025-08-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2025-09-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2025-10-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2025-11-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2025-12-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2026-01-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2026-02-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2026-03-01,0,2026-08-18,FALSE,FALSE,FALSE
WY,2026-04-01,21,2026-08-18,FALSE,FALSE,FALSE
WY,2026-05-01,51.5,2026-08-18,FALSE,FALSE,FALSE
